owner,token_id,listed,price,expired
stars18t3t43sgmthk5g8l0a0urjwk9ahylef5f93aj3,1307,false,0,false
stars1rkty8csmczt8ctxc5lswjg895szr0ds2m42qg8,1321,false,0,false
stars1zttl5ud0klt90zlcp6kxwczncz7tvhl9x73avw,1224,true,5555000000,false
stars15av20f2dg63r3qll44qn97ynp7q8t2la4g5na0,1243,false,0,false
stars138lagxac7fq7c5me3fu8p6ntnhahcgyrwqvtcy,1244,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1260,false,0,false
stars1q0tfewa60enuu8utyjs9w7um58njhd7fpjvryq,1303,false,0,false
stars19mfhnnr8rmthsalns23hxwlck24tsa7ceyjv6k,1216,false,0,false
stars1zlr3fpzk3pgkgmtnkj9zd0w0jqx47apka34ya5,1236,false,0,false
stars1f205t3y08u7ew880wt2ywa2syjm50l6lv4wk7q,1217,false,0,false
stars19sxaddfl8yvua6asf3gs8dszwvsemyj804wnlp,1227,true,1905000000,false
stars1djrjesjy64uqzlmrr6y05c69gp55kck6yyc872,123,false,0,false
stars1g0mn967fcq3gclrd6ffjfp2le5l89x58ts66l4,1319,false,0,false
stars1vmnszddr75huvt7fcvx7nuvk7vje4qmxde49yd,1314,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1252,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1253,false,0,false
stars1yqxtj0ke9yxn2vjpe0v5gqc5zptfrzex0tluv8,1320,false,0,false
stars137mu7epufsjqlwe5kdqzuzgnp2he8kp300khqk,130,false,0,false
stars1clcsva9694rykhtsjwzjzj42gps7l4l6kevu23,1309,true,2400000000,false
stars1nc4welhrszwezz6z07sw286ss0g5qr6z25f4q2,1228,false,0,false
stars1nnm5rt8xtzr7r0ea6c7nyv8ha67ms2ycgp2vln,1313,false,0,false
stars1lc44j7elezem60gw6vqs2aeewwzek8qk0aa8d0,1272,false,0,false
stars14y0q8r9mdx7aw3khh8l7mzerww2nfu784mk6pu,132,true,3333000000,false
stars18wxl3epgl0msyvqpy77ajzuehxwwwal4kk2420,1312,true,4200000000,false
stars1enxsm9r99hxun6l8vr3xtjpgt7xjm486qhppyk,125,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1259,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1257,false,0,false
stars1s43d82z8l7u5nlv8j93h7ems8l6nwxsm0sn00f,1222,false,0,false
stars1rqx7h77w3gjvwxekg6uecnfsxjdz98hpu7uvj9,1256,false,0,false
stars1gdw2v7cuqdm2pyzcc882cmqflhe952tcwhze93,1269,false,0,false
stars1c0alnmdraq35ds7v7k4fcm3322dx6v7y30ntvg,1311,false,0,false
stars1cr4un74yqcujygz86ztwu6hcrm4tl5xt3uy7tr,1308,false,0,false
stars107tn5s5nsznzvczjf76qhsq2fwwe6j9zwc8j0z,1235,false,0,false
stars1aq5yv8pqghxtpwngmfwy33wpudkjz5vvhelanw,1264,false,0,false
stars1wh3nwe6gcgf3vld5vlfthjqk40wxkh00at0x94,1282,false,0,false
stars17wtjzq8fuclh0jqlzrhzd0kpwuq0h2hjqrkx87,1247,false,0,false
stars19sxaddfl8yvua6asf3gs8dszwvsemyj804wnlp,13,true,9999000000,false
stars1w29q07ffksumkxm0rhzd2r3vcgdyjaft8lha2m,1240,false,0,false
